Date,MSFT,F,BAC
10/14/2009,25.959999,7.66,18.59
10/15/2009,26.709999,7.66,18.1
10/16/2009,26.5,7.42,17.26
10/19/2009,26.360001,7.57,17.16
10/20/2009,26.370001,7.71,17.01
10/21/2009,26.58,7.78,16.51
10/22/2009,26.59,7.76,16.52
10/23/2009,28.02,7.63,16.219999
10/26/2009,28.68,7.47,15.4
10/27/2009,28.59,7.33,15.45
10/28/2009,28.02,6.96,15.01
10/29/2009,28.219999,7.3,15.73
10/30/2009,27.73,7,14.58
11/2/2009,27.879999,7.58,14.63
11/3/2009,27.530001,7.44,14.8
11/4/2009,28.059999,7.27,14.7
11/5/2009,28.469999,7.45,15.13
11/6/2009,28.52,7.75,15.05
11/9/2009,28.99,8.18,15.77
11/10/2009,29.01,8.24,16.030001
11/11/2009,29.120001,8.33,16.43
11/12/2009,29.360001,8.2,16.059999
11/13/2009,29.629999,8.41,15.98
11/16/2009,29.540001,8.71,15.87
11/17/2009,30,8.98,15.77
11/18/2009,30.110001,8.94,16.35
11/19/2009,29.780001,8.73,16.08
11/20/2009,29.620001,8.64,16.09
11/23/2009,29.940001,8.73,16.290001
11/24/2009,29.91,8.81,16.1
11/25/2009,29.790001,8.81,15.95
11/27/2009,29.219999,8.73,15.47
11/30/2009,29.41,8.89,15.85
12/1/2009,30.01,8.88,15.9
12/2/2009,29.780001,9.01,15.65
12/3/2009,29.83,8.94,15.76
12/4/2009,29.98,8.94,16.280001
12/7/2009,29.790001,8.91,15.89
12/8/2009,29.57,8.82,15.41
12/9/2009,29.709999,8.86,15.39
12/10/2009,29.870001,9.05,15.21
12/11/2009,29.85,9,15.63
12/14/2009,30.110001,9.08,15.63
12/15/2009,30.02,9.39,15.19
12/16/2009,30.1,9.49,15.28
12/17/2009,29.6,9.39,14.86
12/18/2009,30.360001,9.68,15.03
12/21/2009,30.52,9.67,15.28
12/22/2009,30.82,9.9,15.33
12/23/2009,30.92,10.08,15.19
12/24/2009,31,10.13,15.25
12/28/2009,31.17,10.2,15.29
12/29/2009,31.389999,10.11,15.12
12/30/2009,30.959999,9.99,15.07
12/31/2009,30.48,10,15.06
1/4/2010,30.950001,10.28,15.69
1/5/2010,30.959999,10.96,16.200001
1/6/2010,30.77,11.37,16.389999
1/7/2010,30.450001,11.66,16.93
1/8/2010,30.66,11.69,16.780001
1/11/2010,30.27,12.11,16.93
1/12/2010,30.07,11.87,16.360001
1/13/2010,30.35,11.68,16.620001
1/14/2010,30.959999,11.76,16.82
1/15/2010,30.860001,11.6,16.26
1/19/2010,31.1,11.75,16.32
1/20/2010,30.59,11.51,16.49
1/21/2010,30.01,11.18,15.47
1/22/2010,28.959999,10.52,14.9
1/25/2010,29.32,11.03,14.98
1/26/2010,29.5,11.19,14.77
1/27/2010,29.67,11.55,15.19
1/28/2010,29.16,11.41,15.37
1/29/2010,28.18,10.84,15.18
2/1/2010,28.41,11.12,15.42
2/2/2010,28.459999,11.39,15.6
2/3/2010,28.629999,11.64,15.53
2/4/2010,27.84,11.06,14.75
2/5/2010,28.02,10.91,15
2/8/2010,27.719999,10.97,14.48
2/9/2010,28.01,11.15,14.47
2/10/2010,27.99,10.94,14.67
2/11/2010,28.120001,11.18,14.63
2/12/2010,27.93,11.12,14.45
2/16/2010,28.35,11.32,15.16
2/17/2010,28.59,11.49,15.66
2/18/2010,28.969999,11.38,15.88
2/19/2010,28.77,11.29,15.88
2/22/2010,28.73,11.21,16.209999
2/23/2010,28.33,11.6,15.94
2/24/2010,28.629999,11.73,16.33
2/25/2010,28.6,11.78,16.549999
2/26/2010,28.67,11.74,16.66
3/1/2010,29.02,12.41,16.709999
3/2/2010,28.459999,12.22,16.459999
3/3/2010,28.459999,12.69,16.370001
3/4/2010,28.629999,12.79,16.4
3/5/2010,28.59,13,16.700001
3/8/2010,28.629999,12.93,16.74
3/9/2010,28.799999,12.8,16.799999
3/10/2010,28.969999,12.82,17.110001
3/11/2010,29.18,12.91,17.120001
3/12/2010,29.27,13.34,16.85
3/15/2010,29.290001,13.4,16.85
3/16/2010,29.370001,13.49,17.030001
3/17/2010,29.629999,14.1,17.27
3/18/2010,29.610001,13.73,17.08
3/19/2010,29.59,13.29,16.82
3/22/2010,29.6,13.99,16.959999
3/23/2010,29.879999,13.9,17.129999
3/24/2010,29.65,13.9,17.57
3/25/2010,30.01,13.8,17.74
3/26/2010,29.66,13.86,17.9
3/29/2010,29.59,13.57,18.040001
3/30/2010,29.77,13.28,17.76
3/31/2010,29.290001,12.57,17.85
4/1/2010,29.16,12.63,18.040001
4/5/2010,29.27,12.77,18.129999
4/6/2010,29.32,12.7,18.49
4/7/2010,29.35,12.58,18.620001
4/8/2010,29.92,12.63,18.65
4/9/2010,30.34,12.72,18.59
4/12/2010,30.32,12.77,18.66
4/13/2010,30.450001,12.79,18.67
4/14/2010,30.82,13.35,19.4
4/15/2010,30.870001,13.76,19.48
4/16/2010,30.67,13.42,18.41
4/19/2010,31.040001,13.6,18.389999
4/20/2010,31.360001,13.91,18.610001
4/21/2010,31.33,14.13,18.280001
4/22/2010,31.389999,14.2,18.540001
4/23/2010,30.959999,14.21,18.43
4/26/2010,31.110001,14.46,18.049999
4/27/2010,30.85,13.57,17.469999
4/28/2010,30.91,13.25,17.780001
4/29/2010,31,13.58,18.299999
4/30/2010,30.540001,13.02,17.83
5/3/2010,30.860001,13.3,18.059999
5/4/2010,30.129999,12.85,17.559999
5/5/2010,29.85,12.34,17.530001
5/6/2010,28.98,11.78,16.280001
5/7/2010,28.209999,11.51,16.18
5/10/2010,28.940001,12.15,17.299999
5/11/2010,28.879999,12.31,17.16
5/12/2010,29.440001,12.68,17.07
5/13/2010,29.24,12.42,16.870001
5/14/2010,28.93,12.11,16.34
5/17/2010,28.940001,11.95,16.35
5/18/2010,28.6,11.55,15.95
5/19/2010,28.24,11.55,16.309999
5/20/2010,27.110001,10.8,15.3
5/21/2010,26.84,11.26,15.99
5/24/2010,26.27,11.01,15.4
5/25/2010,26.07,11.02,15.49
5/26/2010,25.01,11.39,15.47
5/27/2010,26,11.99,16.18
5/28/2010,25.799999,11.73,15.74
6/1/2010,25.889999,11.41,15.44
6/2/2010,26.459999,11.85,15.89
6/3/2010,26.860001,11.96,15.81
6/4/2010,25.790001,11.5,15.35
6/7/2010,25.290001,11.09,14.83
6/8/2010,25.110001,11.22,15.33
6/9/2010,24.790001,11.05,15.01
6/10/2010,25,11.39,15.46
6/11/2010,25.66,11.4,15.6
6/14/2010,25.5,11.46,15.41
6/15/2010,26.58,11.7,15.8
6/16/2010,26.32,11.63,15.87
6/17/2010,26.370001,11.48,15.82
6/18/2010,26.440001,11.46,15.82
6/21/2010,25.950001,11.53,15.79
6/22/2010,25.77,11.22,15.58
6/23/2010,25.309999,11.03,15.43
6/24/2010,25,10.78,15.02
6/25/2010,24.530001,10.75,15.42
6/28/2010,24.309999,10.43,15.24
6/29/2010,23.309999,9.88,14.57
6/30/2010,23.01,10.08,14.37
7/1/2010,23.16,10.57,14.02
7/2/2010,23.27,10.28,13.84
7/6/2010,23.82,10.16,14.06
7/7/2010,24.299999,10.59,14.71
7/8/2010,24.41,10.62,14.86
7/9/2010,24.27,10.85,15.11
7/12/2010,24.83,11.1,15.21
7/13/2010,25.129999,11.66,15.67
7/14/2010,25.440001,11.81,15.67
7/15/2010,25.51,11.86,15.39
7/16/2010,24.889999,11.34,13.98
7/19/2010,25.23,11.48,13.61
7/20/2010,25.48,11.75,13.77
7/21/2010,25.120001,11.55,13.36
7/22/2010,25.84,12.09,13.66
7/23/2010,25.809999,12.72,13.74
7/26/2010,26.1,12.94,14.15
7/27/2010,26.16,13.03,14.19
7/28/2010,25.950001,12.91,13.99
7/29/2010,26.030001,12.97,14.03
7/30/2010,25.809999,12.77,14.04
8/2/2010,26.33,13.16,14.44
8/3/2010,26.16,12.91,14.34
8/4/2010,25.73,13.11,14.19
8/5/2010,25.370001,12.98,14.02
8/6/2010,25.549999,13.04,13.96
8/9/2010,25.610001,13.05,13.91
8/10/2010,25.07,12.92,13.63
8/11/2010,24.860001,12.41,13.19
8/12/2010,24.49,12.27,13.06
8/13/2010,24.4,12.15,13.23
8/16/2010,24.5,11.99,13.19
8/17/2010,24.709999,12.16,13.21
8/18/2010,24.82,12.2,13.32
8/19/2010,24.440001,11.89,13.02
8/20/2010,24.23,11.77,12.87
8/23/2010,24.280001,11.61,12.87
8/24/2010,24.040001,11.24,12.64
8/25/2010,24.1,11.32,12.66
8/26/2010,23.82,11.17,12.47
8/27/2010,23.93,11.56,12.64
8/30/2010,23.639999,11.35,12.32
8/31/2010,23.469999,11.29,12.46
9/1/2010,23.9,11.61,13.21
9/2/2010,23.940001,11.71,13.28
9/3/2010,24.290001,12.07,13.5
9/7/2010,23.959999,11.8,13.21
9/8/2010,23.93,11.8,13.37
9/9/2010,24.01,11.75,13.5
9/10/2010,23.85,11.79,13.55
9/13/2010,25.110001,11.99,13.95
9/14/2010,25.030001,11.98,13.68
9/15/2010,25.120001,11.87,13.71
9/16/2010,25.33,12.44,13.55
9/17/2010,25.219999,12.49,13.4
9/20/2010,25.43,12.57,13.74
9/21/2010,25.15,12.55,13.65
9/22/2010,24.610001,12.38,13.42
9/23/2010,24.43,12.31,13.17
9/24/2010,24.780001,12.56,13.6
9/27/2010,24.73,12.48,13.24
9/28/2010,24.68,12.52,13.27
9/29/2010,24.5,12.33,13.11
9/30/2010,24.49,12.24,13.1
10/1/2010,24.379999,12.26,13.3
10/4/2010,23.91,12.84,13.15
10/5/2010,24.35,13.01,13.56
10/6/2010,24.43,13.24,13.39
10/7/2010,24.530001,13.32,13.31
10/8/2010,24.57,13.66,13.18
10/11/2010,24.59,13.78,13.15
10/12/2010,24.83,13.78,13.52
10/13/2010,25.34,13.64,13.29
10/14/2010,25.23,13.91,12.6
10/15/2010,25.540001,13.8,11.98
10/18/2010,25.82,13.88,12.34
10/19/2010,25.1,13.32,11.8
10/20/2010,25.309999,13.64,11.75
10/21/2010,25.42,13.81,11.36
10/22/2010,25.379999,13.95,11.44
10/25/2010,25.190001,14.15,11.16
10/26/2010,25.9,14.36,11.3
10/27/2010,26.049999,14.23,11.54
10/28/2010,26.280001,14.22,11.53
10/29/2010,26.67,14.13,11.45
11/1/2010,26.950001,14.23,11.5
11/2/2010,27.389999,14.43,11.4
11/3/2010,27.030001,15.18,11.52
11/4/2010,27.139999,15.86,12.13
11/5/2010,26.85,16.209999,12.36
11/8/2010,26.809999,16.41,12.6
11/9/2010,26.950001,16.07,12.27
11/10/2010,26.940001,16.629999,12.57
11/11/2010,26.68,16.610001,12.37
11/12/2010,26.27,16.299999,12.12
11/15/2010,26.200001,17,12.1
11/16/2010,25.809999,16.51,11.94
11/17/2010,25.57,16.68,11.62
11/18/2010,25.84,16.120001,11.7
11/19/2010,25.690001,16.280001,11.66
11/22/2010,25.73,16.200001,11.3
11/23/2010,25.120001,15.7,11.09
11/24/2010,25.370001,15.95,11.28
11/26/2010,25.25,16.1,11.12
11/29/2010,25.309999,16.059999,11.31
11/30/2010,25.26,15.94,10.95
12/1/2010,26.040001,16.459999,11.29
12/2/2010,26.889999,16.780001,11.68
12/3/2010,27.02,16.799999,11.86
12/6/2010,26.84,16.65,11.64
12/7/2010,26.870001,16.559999,11.57
12/8/2010,27.23,16.690001,12
12/9/2010,27.08,16.76,12.65
12/10/2010,27.34,16.73,12.8
12/13/2010,27.25,16.469999,12.54
12/14/2010,27.620001,16.42,12.4
12/15/2010,27.85,16.549999,12.29
12/16/2010,27.99,16.77,12.52
12/17/2010,27.9,16.799999,12.57
12/20/2010,27.809999,16.85,12.62
12/21/2010,28.07,16.99,12.98
12/22/2010,28.190001,16.99,13.38
12/23/2010,28.299999,16.780001,13.06
12/27/2010,28.07,16.870001,13.27
12/28/2010,28.01,16.73,13.34
12/29/2010,27.969999,16.74,13.31
12/30/2010,27.85,16.690001,13.28
12/31/2010,27.91,16.790001,13.34
1/3/2011,27.98,17.25,14.19
1/4/2011,28.09,17.379999,14.24
1/5/2011,28,17.889999,14.5
1/6/2011,28.82,18.219999,14.44
1/7/2011,28.6,18.27,14.25
1/10/2011,28.219999,18.309999,14.4
1/11/2011,28.110001,18.280001,14.69
1/12/2011,28.549999,18.709999,14.99
1/13/2011,28.190001,18.68,14.77
1/14/2011,28.299999,18.65,15.25
1/18/2011,28.66,18.700001,15
1/19/2011,28.469999,17.9,14.37
1/20/2011,28.35,17.780001,14.54
1/21/2011,28.02,17.950001,14.25
1/24/2011,28.379999,17.93,13.92
1/25/2011,28.450001,17.889999,13.63
1/26/2011,28.780001,18.370001,13.55
1/27/2011,28.870001,18.790001,13.67
1/28/2011,27.75,16.27,13.6
1/31/2011,27.73,15.95,13.73
2/1/2011,27.99,15.89,14.31
2/2/2011,27.940001,15.4,14.24
2/3/2011,27.65,15.76,14.43
2/4/2011,27.77,15.72,14.29
2/7/2011,28.200001,16.110001,14.67
2/8/2011,28.280001,16.24,14.61
2/9/2011,27.969999,16.09,14.64
2/10/2011,27.5,15.95,14.49
2/11/2011,27.25,16.379999,14.77
2/14/2011,27.23,16.09,14.89
2/15/2011,26.959999,16.1,14.77
2/16/2011,27.02,16.049999,14.84
2/17/2011,27.209999,15.97,14.81
2/18/2011,27.059999,15.77,14.75
2/22/2011,26.59,15.23,14.18
2/23/2011,26.59,14.86,14.17
2/24/2011,26.77,14.7,13.97
2/25/2011,26.549999,15.07,14.2
2/28/2011,26.58,15.05,14.29
3/1/2011,26.16,14.66,13.93
3/2/2011,26.08,14.66,13.83
3/3/2011,26.200001,14.76,14.27
3/4/2011,25.950001,14.42,14.12
3/7/2011,25.719999,14.01,14.03
3/8/2011,25.91,14.47,14.69
3/9/2011,25.889999,14.29,14.59
3/10/2011,25.41,14.06,14.26
3/11/2011,25.68,14.36,14.38
3/14/2011,25.690001,14.3,14.23
3/15/2011,25.389999,14.67,13.96
3/16/2011,24.790001,14.18,13.69
3/17/2011,24.780001,14.26,13.98
3/18/2011,24.799999,14.49,14.04
3/21/2011,25.33,14.59,14.05
3/22/2011,25.299999,14.34,13.88
3/23/2011,25.540001,14.31,13.65
3/24/2011,25.809999,15.04,13.48
3/25/2011,25.620001,15.01,13.34
3/28/2011,25.41,14.86,13.37
3/29/2011,25.49,14.84,13.35
3/30/2011,25.610001,14.86,13.45
3/31/2011,25.389999,14.91,13.33
4/1/2011,25.48,15.16,13.37
4/4/2011,25.549999,15.55,13.44
4/5/2011,25.780001,15.79,13.47
4/6/2011,26.15,15.73,13.72
4/7/2011,26.200001,15.53,13.61
4/8/2011,26.07,15.33,13.48
4/11/2011,25.98,14.86,13.49
4/12/2011,25.639999,14.91,13.47
4/13/2011,25.629999,14.98,13.27
4/14/2011,25.42,14.81,13.13
4/15/2011,25.370001,14.71,12.82
4/18/2011,25.08,14.62,12.42
4/19/2011,25.15,14.66,12.34
4/20/2011,25.76,15.09,12.27
4/21/2011,25.52,15.43,12.31
4/25/2011,25.610001,15.54,12.44
4/26/2011,26.190001,15.66,12.23
4/27/2011,26.379999,15.58,12.33
4/28/2011,26.709999,15.5,12.42
4/29/2011,25.92,15.47,12.28
5/2/2011,25.66,15.45,12.34
5/3/2011,25.809999,15.38,12.6
5/4/2011,26.059999,15.15,12.49
5/5/2011,25.790001,15.08,12.3
5/6/2011,25.870001,15.11,12.31
5/9/2011,25.83,15.08,12.18
5/10/2011,25.67,15.15,12.28
5/11/2011,25.360001,15.15,12.25
5/12/2011,25.32,15.26,12.2
5/13/2011,25.030001,15.08,11.93
5/16/2011,24.57,15.13,11.86
5/17/2011,24.52,14.97,11.9
5/18/2011,24.690001,15.12,11.79
5/19/2011,24.719999,15.12,11.69
5/20/2011,24.49,15,11.58
5/23/2011,24.17,14.8,11.42
5/24/2011,24.15,14.66,11.46
5/25/2011,24.190001,14.58,11.38
5/26/2011,24.67,14.56,11.46
5/27/2011,24.76,14.6,11.69
5/31/2011,25.01,14.92,11.75
6/1/2011,24.43,14.23,11.24
6/2/2011,24.219999,14.18,11.29
6/3/2011,23.91,14.01,11.28
6/6/2011,24.01,13.91,10.83
6/7/2011,24.059999,13.95,10.65
6/8/2011,23.940001,13.7,10.54
6/9/2011,23.959999,13.8,10.65
6/10/2011,23.709999,13.35,10.8
6/13/2011,24.040001,13.14,10.97
6/14/2011,24.219999,13.43,10.8
6/15/2011,23.74,13.15,10.5
6/16/2011,24,12.83,10.6
6/17/2011,24.26,12.77,10.68
6/20/2011,24.469999,12.94,10.6
6/21/2011,24.76,13.32,10.83
6/22/2011,24.65,13.36,10.79
6/23/2011,24.629999,13.47,10.71
6/24/2011,24.299999,13.24,10.52
6/27/2011,25.200001,13.46,10.85
6/28/2011,25.799999,13.33,10.82
6/29/2011,25.620001,13.42,11.14
6/30/2011,26,13.79,10.96
7/1/2011,26.02,14.02,11.09
7/5/2011,26.030001,14.1,11
7/6/2011,26.33,13.96,10.74
7/7/2011,26.77,14.12,10.92
7/8/2011,26.92,13.88,10.7
7/11/2011,26.629999,13.32,10.35
7/12/2011,26.540001,13.12,10.21
7/13/2011,26.629999,13.27,10.2
7/14/2011,26.469999,13.09,10.07
7/15/2011,26.780001,13.09,10
7/18/2011,26.59,12.9,9.72
7/19/2011,27.540001,13.09,9.57
7/20/2011,27.059999,13.08,9.85
7/21/2011,27.1,13.28,10.23
7/22/2011,27.530001,13.31,10.13
7/25/2011,27.91,13.17,10.01
7/26/2011,28.08,12.94,10
7/27/2011,27.33,12.37,9.68
7/28/2011,27.719999,12.32,9.79
7/29/2011,27.4,12.21,9.71
8/1/2011,27.27,12.35,9.81
8/2/2011,26.799999,11.85,9.49
8/3/2011,26.92,11.65,9.54
8/4/2011,25.940001,10.86,8.83
8/5/2011,25.68,10.84,8.17
8/8/2011,24.48,9.93,6.51
8/9/2011,25.58,10.91,7.6
8/10/2011,24.200001,10.41,6.77
8/11/2011,25.190001,10.94,7.25
8/12/2011,25.1,11.06,7.19
8/15/2011,25.51,11.35,7.76
8/16/2011,25.35,11.22,7.4
8/17/2011,25.25,11.11,7.46
8/18/2011,24.67,10.38,7.01
8/19/2011,24.049999,9.99,6.97
8/22/2011,23.98,10.01,6.42
8/23/2011,24.719999,10.31,6.3
8/24/2011,24.9,10.45,6.99
8/25/2011,24.57,10.28,7.65
8/26/2011,25.25,10.4,7.76
8/29/2011,25.84,10.93,8.39
8/30/2011,26.23,10.87,8.12
8/31/2011,26.6,11.12,8.17
9/1/2011,26.209999,10.85,7.91
9/2/2011,25.799999,10.42,7.25
9/6/2011,25.51,10.22,6.99
9/7/2011,26,10.56,7.48
9/8/2011,26.219999,10.34,7.2
9/9/2011,25.74,10.05,6.98
9/12/2011,25.889999,10.11,7.05
9/13/2011,26.040001,10.17,7
9/14/2011,26.5,10.32,7.05
9/15/2011,26.99,10.63,7.33
9/16/2011,27.120001,10.62,7.23
9/19/2011,27.209999,10.54,6.99
9/20/2011,26.98,10.42,6.9
9/21/2011,25.99,9.97,6.38
9/22/2011,25.059999,9.62,6.06
9/23/2011,25.059999,9.86,6.31
9/26/2011,25.440001,10.08,6.6
9/27/2011,25.67,10.12,6.48
9/28/2011,25.58,9.93,6.16
9/29/2011,25.450001,10,6.35
9/30/2011,24.889999,9.67,6.12
10/3/2011,24.530001,9.37,5.53
10/4/2011,25.34,10.08,5.76
10/5/2011,25.889999,10.56,5.77
10/6/2011,26.34,10.99,6.28
10/7/2011,26.25,10.69,5.9
10/10/2011,26.940001,11.21,6.28
10/11/2011,27,11.24,6.37
10/12/2011,26.959999,11.38,6.58
10/13/2011,27.18,11.34,6.22
10/14/2011,27.27,11.56,6.19
10/17/2011,26.98,11.4,6.03
10/18/2011,27.309999,11.78,6.64
10/19/2011,27.129999,11.56,6.4
10/20/2011,27.040001,11.7,6.47
10/21/2011,27.16,12.26,6.46
10/24/2011,27.190001,12.51,6.72
10/25/2011,26.809999,12.43,6.46
10/26/2011,26.59,11.87,6.59
10/27/2011,27.25,12.08,7.22
10/28/2011,26.98,12,7.35
10/31/2011,26.629999,11.68,6.83
11/1/2011,25.99,11.08,6.4
11/2/2011,26.01,11.15,6.72
11/3/2011,26.530001,11.32,6.91
11/4/2011,26.25,11.27,6.49
11/7/2011,26.799999,11.22,6.45
11/8/2011,27.16,11.61,6.53
11/9/2011,26.200001,11.04,6.16
11/10/2011,26.280001,10.99,6.03
11/11/2011,26.91,11.14,6.21
11/14/2011,26.76,11.02,6.05
11/15/2011,26.74,10.87,6.13
11/16/2011,26.07,10.56,5.9
11/17/2011,25.540001,10.17,5.8
11/18/2011,25.299999,10.1,5.78
11/21/2011,25,10.05,5.49
11/22/2011,24.790001,10.09,5.37
11/23/2011,24.469999,9.83,5.14
11/25/2011,24.299999,9.75,5.17
11/28/2011,24.870001,10,5.25
11/29/2011,24.84,9.99,5.08
11/30/2011,25.58,10.6,5.44
12/1/2011,25.280001,10.59,5.53
12/2/2011,25.219999,10.9,5.64
12/5/2011,25.700001,11.11,5.79
12/6/2011,25.66,11.05,5.78
12/7/2011,25.6,11.08,5.89
12/8/2011,25.4,10.75,5.59
12/9/2011,25.700001,11.03,5.72
12/12/2011,25.51,10.85,5.45
12/13/2011,25.76,10.48,5.32
12/14/2011,25.59,10.15,5.23
12/15/2011,25.559999,10.25,5.26
12/16/2011,26,10.25,5.2
12/19/2011,25.530001,10.02,4.99
12/20/2011,26.030001,10.33,5.17
12/21/2011,25.76,10.66,5.23
12/22/2011,25.809999,10.94,5.47
12/23/2011,26.030001,10.95,5.6
12/27/2011,26.040001,10.81,5.48
12/28/2011,25.82,10.52,5.29
12/29/2011,26.02,10.68,5.46
12/30/2011,25.959999,10.76,5.56
1/3/2012,26.77,11.13,5.8
1/4/2012,27.4,11.3,5.81
1/5/2012,27.68,11.59,6.31
1/6/2012,28.110001,11.71,6.18
1/9/2012,27.74,11.8,6.27
1/10/2012,27.84,11.8,6.63
1/11/2012,27.719999,12.07,6.87
1/12/2012,28,12.14,6.79
1/13/2012,28.25,12.04,6.61
1/17/2012,28.26,12.02,6.48
1/18/2012,28.23,12.34,6.8
1/19/2012,28.120001,12.61,6.96
1/20/2012,29.709999,12.59,7.07
1/23/2012,29.73,12.66,7.25
1/24/2012,29.34,12.82,7.29
1/25/2012,29.559999,12.93,7.35
1/26/2012,29.5,12.79,7.3
1/27/2012,29.23,12.21,7.29
1/30/2012,29.610001,12.29,7.07
1/31/2012,29.530001,12.42,7.13
2/1/2012,29.889999,12.33,7.36
2/2/2012,29.950001,12.26,7.45
2/3/2012,30.24,12.79,7.84
2/6/2012,30.200001,12.96,7.97
2/7/2012,30.35,12.88,7.85
2/8/2012,30.66,12.84,8.13
2/9/2012,30.77,12.69,8.18
2/10/2012,30.5,12.44,8.07
2/13/2012,30.58,12.54,8.25
2/14/2012,30.25,12.48,7.98
2/15/2012,30.049999,12.38,7.78
2/16/2012,31.290001,12.74,8.09
2/17/2012,31.25,12.75,8.02
2/21/2012,31.440001,12.53,8.11
2/22/2012,31.27,12.28,7.95
2/23/2012,31.370001,12.4,8.02
2/24/2012,31.48,12.23,7.88
2/27/2012,31.35,12.3,8.04
2/28/2012,31.870001,12.25,8.12
2/29/2012,31.74,12.38,7.97
3/1/2012,32.290001,12.66,8.12
3/2/2012,32.080002,12.72,8.13
3/5/2012,31.799999,12.46,7.97
3/6/2012,31.559999,12.09,7.71
3/7/2012,31.84,12.24,8.02
3/8/2012,32.009998,12.46,8.06
3/9/2012,31.99,12.58,8.05
3/12/2012,32.040001,12.43,7.99
3/13/2012,32.669998,12.7,8.49
3/14/2012,32.77,12.88,8.84
3/15/2012,32.849998,12.9,9.24
3/16/2012,32.599998,12.51,9.8
3/19/2012,32.200001,12.63,9.53
3/20/2012,31.99,12.54,9.81
3/21/2012,31.91,12.57,9.82
3/22/2012,32,12.32,9.6
3/23/2012,32.009998,12.32,9.85
3/26/2012,32.59,12.48,9.93
3/27/2012,32.52,12.32,9.6
3/28/2012,32.189999,12.32,9.75
3/29/2012,32.119999,12.5,9.53
3/30/2012,32.259998,12.48,9.57
4/2/2012,32.290001,12.62,9.68
4/3/2012,31.940001,12.64,9.49
4/4/2012,31.209999,12.51,9.2
4/5/2012,31.52,12.47,9.23
4/9/2012,31.1,12.22,8.93
4/10/2012,30.469999,11.79,8.54
4/11/2012,30.35,11.91,8.86
4/12/2012,30.98,12.07,9.17
4/13/2012,30.809999,11.92,8.68
4/16/2012,31.08,11.88,8.79
4/17/2012,31.440001,11.91,8.92
4/18/2012,31.139999,11.79,8.92
4/19/2012,31.01,11.66,8.77
4/20/2012,32.419998,11.41,8.36
4/23/2012,32.119999,11.35,8.18
4/24/2012,31.92,11.39,8.21
4/25/2012,32.200001,11.73,8.26
4/26/2012,32.110001,11.87,8.27
4/27/2012,31.98,11.6,8.25
4/30/2012,32.02,11.28,8.11
5/1/2012,32.009998,11.23,8.31
5/2/2012,31.799999,11.1,8.16
5/3/2012,31.76,10.92,8
5/4/2012,30.98,10.67,7.74
5/7/2012,30.65,10.66,7.96
5/8/2012,30.5,10.61,7.79
5/9/2012,30.76,10.69,7.73
5/10/2012,30.74,10.71,7.7
5/11/2012,31.16,10.58,7.55
5/14/2012,30.68,10.32,7.35
5/15/2012,30.209999,10.15,7.3
5/16/2012,29.9,10.16,7.11
5/17/2012,29.719999,10.01,6.98
5/18/2012,29.27,10.01,7.02
5/21/2012,29.75,10.2,6.83
5/22/2012,29.76,10.19,6.98
5/23/2012,29.110001,10.41,7.17
5/24/2012,29.07,10.59,7.14
5/25/2012,29.059999,10.6,7.15
5/29/2012,29.559999,10.84,7.44
5/30/2012,29.34,10.66,7.2
5/31/2012,29.190001,10.56,7.35
6/1/2012,28.450001,10.12,7.02
6/4/2012,28.549999,10.04,6.9
6/5/2012,28.51,10.19,7.1
6/6/2012,29.35,10.57,7.64
6/7/2012,29.23,10.55,7.42
6/8/2012,29.65,10.66,7.56
6/11/2012,28.9,10.45,7.28
6/12/2012,29.290001,10.5,7.49
6/13/2012,29.129999,10.3,7.5
6/14/2012,29.34,10.41,7.66
6/15/2012,30.02,10.35,7.9
6/18/2012,29.84,10.34,7.76
6/19/2012,30.700001,10.56,8.11
6/20/2012,30.93,10.65,8.14
6/21/2012,30.139999,10.27,7.82
6/22/2012,30.700001,10.19,7.94
6/25/2012,29.870001,10.01,7.6
6/26/2012,30.02,10.01,7.62
6/27/2012,30.17,10.02,7.77
6/28/2012,29.91,10.09,7.74
6/29/2012,30.59,9.59,8.18
7/2/2012,30.559999,9.39,8.05
7/3/2012,30.76,9.6,8.06
7/5/2012,30.700001,9.57,7.82
7/6/2012,30.190001,9.5,7.66
7/9/2012,30,9.45,7.56
7/10/2012,29.74,9.35,7.48
7/11/2012,29.299999,9.33,7.63
7/12/2012,28.629999,9.13,7.48
7/13/2012,29.389999,9.27,7.82
7/16/2012,29.440001,9.26,7.81
7/17/2012,29.66,9.34,7.92
7/18/2012,30.450001,9.38,7.53
7/19/2012,30.67,9.35,7.26
7/20/2012,30.120001,9.21,7.07
7/23/2012,29.280001,9.17,7.09
7/24/2012,29.15,9.06,7.04
7/25/2012,28.83,8.97,7.07
7/26/2012,29.16,8.96,7.17
7/27/2012,29.76,9,7.31
7/30/2012,29.639999,9.1,7.28
7/31/2012,29.469999,9.24,7.34
8/1/2012,29.41,9.04,7.22
8/2/2012,29.190001,8.92,7.18
8/3/2012,29.75,9.09,7.43
8/6/2012,29.950001,9.15,7.64
8/7/2012,30.26,9.31,7.67
8/8/2012,30.33,9.35,7.67
8/9/2012,30.5,9.34,7.72
8/10/2012,30.42,9.35,7.74
8/13/2012,30.389999,9.4,7.72
8/14/2012,30.129999,9.44,7.78
8/15/2012,30.200001,9.49,7.87
8/16/2012,30.780001,9.59,7.93
8/17/2012,30.9,9.63,8
